연번,업체명,주소,대표전화,시설분류,취급가스물질,CAS번호,허가량,법정기준일,관할지사
759,전북대학교,전북특별자치도 전주시 덕진구 백제대로 567 (금암동),0632702158,특고사용,암모니아,7664-41-7,25.27㎏,20241121,전북본부
760,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,암모니아,7664-41-7,68.1㎏,19980712,전북본부
761,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,모노실란,7803-62-5,42.6㎥,20070503,전북본부
762,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,포스핀,7803-51-2,14.2㎥,20070503,전북본부
763,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,디보레인,19287-45-7,14.2㎥,20070503,전북본부
764,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,모노실란,7803-62-5,32.9㎥,20070727,전북본부
765,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,포스핀,7803-51-2,38.2㎥,20070727,전북본부
766,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,포스핀,7803-51-2,38.2㎥,20070727,전북본부
767,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,포스핀,7803-51-2,38.2㎥,20070727,전북본부
768,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,포스핀,7803-51-2,38.2㎥,20070727,전북본부
769,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,포스핀,7803-51-2,38.2㎥,20070727,전북본부
770,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,포스핀,7803-51-2,38.2㎥,20070727,전북본부
771,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,포스핀,7803-51-2,38.2㎥,20070727,전북본부
772,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,포스핀,7803-51-2,38.2㎥,20070727,전북본부
773,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,디보레인,19287-45-7,32.9㎥,20070727,전북본부
774,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,염소,7782-50-5,100㎏,20070727,전북본부
775,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,염소,7782-50-5,100㎏,20070727,전북본부
776,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,암모니아,7664-41-7,51㎏,20070727,전북본부
777,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,삼불화붕소,7637-07-2,.06㎏,20070727,전북본부
778,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,삼불화붕소,7637-07-2,.06㎏,20070727,전북본부
779,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,삼불화붕소,7637-07-2,.06㎏,20070727,전북본부
780,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,삼불화붕소,7637-07-2,.06㎏,20070727,전북본부
781,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,삼불화붕소,7637-07-2,.06㎏,20070727,전북본부
782,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,염소,7782-50-5,100㎏,20110308,전북본부
783,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,포스핀,7803-51-2,9.4㎥,20110727,전북본부
784,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,포스핀,7803-51-2,28.5㎥,20120103,전북본부
785,광전자(주)2공장,전북특별자치도 익산시 석암로13길 152 (팔봉동),0638301782,특고사용,포스핀,7803-51-2,28.5㎥,20120103,전북본부
786,(주)엘지화학생명과학익산공장,전북특별자치도 익산시 석암로 129 (용제동),0638304616,일반저장,암모니아,7664-41-7,4.9Ton,20150816,전북본부
787,(유)초원냉장,전북특별자치도 군산시 새만금북로 534-42(내초동),0634675533,냉동제조,암모니아,7664-41-7,311.79RT,19970412,전북본부
788,거성냉장,전북특별자치도 군산시 공항로 18 (소룡동),0634670008,냉동제조,암모니아,7664-41-7,64.86RT,19970220,전북본부
789,(주)우리냉장,전북특별자치도 전주시 덕진구 구렛들2길 25 (팔복동1가),0632117060,냉동제조,암모니아,7664-41-7,86.88RT,19970307,전북본부
790,전주수산시장(주),전북특별자치도 전주시 덕진구 동부대로 1177 (송천동2가),0632545886,냉동제조,암모니아,7664-41-7,103.86RT,19960622,전북본부
791,(주)서주,전북특별자치도 김제시 중앙로 79 (요촌동),0635437065,냉동제조,암모니아,7664-41-7,473.06RT,19960922,전북본부
792,정우화인(주),전북특별자치도 익산시 석암로1길 63-8 (용제동),0638389450,일반저장,산화에틸렌,75-21-8,29.79Ton,19991115,전북본부
793,(주)동원에프앤비정읍공장,전북특별자치도 정읍시 정우면 정읍북로 763,0635367600,냉동제조,암모니아,7664-41-7,154.28RT,19970320,전북본부
794,(주)농협목우촌김제육가공공장,전북특별자치도 김제시 금산면 구성길 630,0635406711,냉동제조,암모니아,7664-41-7,1143.1RT,19960627,전북본부
795,(주)삼우냉동,전북특별자치도 전주시 덕진구 상리로 29 (팔복동2가),0632146728,냉동제조,암모니아,7664-41-7,127.01RT,20111115,전북본부
796,(주)삼우냉동,전북특별자치도 전주시 덕진구 상리로 29 (팔복동2가),0632146728,냉동제조,암모니아,7664-41-7,108.04RT,20190117,전북본부
797,군산대학교,전북특별자치도 군산시 대학로 558 (미룡동),0634691000,특고사용,암모니아,7664-41-7,50.54㎏,20240502,전북본부
798,씨제이제일제당(주)남원공장,"전북특별자치도 남원시 인월면 천왕봉로 135-53 ,352,352-6",0636302752,냉동제조,암모니아,7664-41-7,147.71RT,19960529,전북본부
799,씨제이제일제당(주)남원공장,"전북특별자치도 남원시 인월면 천왕봉로 135-53 ,352,352-6",0636302752,냉동제조,암모니아,7664-41-7,182.07RT,19960529,전북본부
800,(주)우양 군산공장,전북특별자치도 군산시 해망로 130 (금암동),0634462910,냉동제조,암모니아,7664-41-7,70.26RT,19960526,전북본부
801,광전자(주) 11동,전북특별자치도 익산시 약촌로8길 62-21 (어양동),0638392177,특고사용,포스핀,7803-51-2,3㎥,19980709,전북본부
802,광전자(주) 11동,전북특별자치도 익산시 약촌로8길 62-21 (어양동),0638392177,특고사용,모노실란,7803-62-5,1.4㎥,19980709,전북본부
803,광전자(주) 11동,전북특별자치도 익산시 약촌로8길 62-21 (어양동),0638392177,특고사용,암모니아,7664-41-7,80㎏,19980709,전북본부
804,광전자(주) 11동,전북특별자치도 익산시 약촌로8길 62-21 (어양동),0638392177,특고사용,모노실란,7803-62-5,.25㎥,20170709,전북본부
805,정읍농수산,전북특별자치도 정읍시 정우면 정읍북로 653-29,0635366116,냉동제조,암모니아,7664-41-7,71.26RT,19970309,전북본부
806,미원상사(주)전주공장,전북특별자치도 완주군 봉동읍 완주산단1로 167,0632601501,특고사용,암모니아,7664-41-7,5.38㎏,20251224,전북본부
807,(주)팜한농전주공장,전북특별자치도 완주군 봉동읍 완주산단2로 51-19,0632617701,일반판매,2%PH3+CO2,7803-51-2,2167㎥,20240725,전북본부
808,한국특수가스(주),전북특별자치도 익산시 석암로7길 19 (용제동),0638562320,일반판매,NH3+Ar,7664-41-7,0,20110530,전북본부
809,한국특수가스(주),전북특별자치도 익산시 석암로7길 19 (용제동),0638562320,일반판매,삼염화붕소,10294-34-5,,20110530,전북본부
810,한국특수가스(주),전북특별자치도 익산시 석암로7길 19 (용제동),0638562320,일반판매,디실란,1590-87-0,,20110530,전북본부
811,한국특수가스(주),전북특별자치도 익산시 석암로7길 19 (용제동),0638562320,일반판매,염화수소,7647-01-0,,20110530,전북본부
812,한국특수가스(주),전북특별자치도 익산시 석암로7길 19 (용제동),0638562320,일반판매,염소,7782-50-5,,20110530,전북본부
813,한국특수가스(주),전북특별자치도 익산시 석암로7길 19 (용제동),0638562320,일반판매,일산화탄소,630-08-0,0,20110530,전북본부
814,한국특수가스(주),전북특별자치도 익산시 석암로7길 19 (용제동),0638562320,일반판매,포스핀,7803-51-2,,20110530,전북본부
815,한국특수가스(주),전북특별자치도 익산시 석암로7길 19 (용제동),0638562320,일반판매,디메틸아민(DMA),124-40-3,0,20110530,전북본부
816,한국특수가스(주),전북특별자치도 익산시 석암로7길 19 (용제동),0638562320,일반판매,황화수소,7783-06-4,0,20110530,전북본부
817,한국특수가스(주),전북특별자치도 익산시 석암로7길 19 (용제동),0638562320,일반판매,암모니아,7664-41-7,0,20110530,전북본부
818,한국특수가스(주),전북특별자치도 익산시 석암로7길 19 (용제동),0638562320,일반판매,일산화질소,10102-43-9,0,20110530,전북본부
819,한국특수가스(주),전북특별자치도 익산시 석암로7길 19 (용제동),0638562320,일반판매,이산화황,7446-09-5,0,20110530,전북본부
820,한국특수가스(주),전북특별자치도 익산시 석암로7길 19 (용제동),0638562320,일반판매,브롬화수소,10035-10-6,0,20110530,전북본부
821,한국특수가스(주),전북특별자치도 익산시 석암로7길 19 (용제동),0638562320,일반판매,삼불화붕소,7637-07-2,0,20110530,전북본부
822,한국특수가스(주),전북특별자치도 익산시 석암로7길 19 (용제동),0638562320,일반판매,이산화질소,10102-44-0,0,20110530,전북본부
823,익산시청,전북특별자치도 익산시 번영로1길 20 (목천동),0638437747,냉동제조,암모니아,7664-41-7,9.54RT,20001122,전북본부
824,익산시청,전북특별자치도 익산시 번영로1길 20 (목천동),0638437747,냉동제조,암모니아,7664-41-7,8.92RT,20050818,전북본부
825,남원시청(승화원),전북특별자치도 남원시 광치동 690-1 승화원,0636206189,특고사용,암모니아,7664-41-7,217.2㎏,20230330,전북본부
826,(주)사조원금구공장,전북특별자치도 김제시 금구면 봉두로 161,0635436833,냉동제조,암모니아,7664-41-7,281.7RT,20001222,전북본부
827,(주)케이씨씨실리콘전주공장,전북특별자치도 완주군 봉동읍 과학로 801,0632601824,냉동제조,암모니아,7664-41-7,1440RT,20030711,전북본부
828,(주)케이씨씨실리콘전주공장,전북특별자치도 완주군 봉동읍 과학로 801,0632601824,냉동제조,암모니아,7664-41-7,714RT,20030711,전북본부
829,대흥산업가스(주),전북특별자치도 군산시 공항로 161 (산북동),0634454327,일반판매,일산화질소,10102-43-9,0,20021122,전북본부
830,대흥산업가스(주),전북특별자치도 군산시 공항로 161 (산북동),0634454327,일반판매,산화에틸렌,75-21-8,0,20021122,전북본부
831,대흥산업가스(주),전북특별자치도 군산시 공항로 161 (산북동),0634454327,일반판매,염소,7782-50-5,0,20021122,전북본부
832,대흥산업가스(주),전북특별자치도 군산시 공항로 161 (산북동),0634454327,일반판매,SO2,7446-09-5,0,20021122,전북본부
833,대흥산업가스(주),전북특별자치도 군산시 공항로 161 (산북동),0634454327,일반판매,일산화탄소,630-08-0,0,20021122,전북본부
834,대흥산업가스(주),전북특별자치도 군산시 공항로 161 (산북동),0634454327,일반판매,디실란,1590-87-0,0,20021122,전북본부
835,대흥산업가스(주),전북특별자치도 군산시 공항로 161 (산북동),0634454327,일반판매,디보레인,19287-45-7,0,20021122,전북본부
836,대흥산업가스(주),전북특별자치도 군산시 공항로 161 (산북동),0634454327,일반판매,포스핀,7803-51-2,0,20021122,전북본부
837,대흥산업가스(주),전북특별자치도 군산시 공항로 161 (산북동),0634454327,일반판매,암모니아,7664-41-7,0,20021122,전북본부
838,(주)에버스톤,전북특별자치도 임실군 오수면 춘향로 1586-4,,냉동제조,암모니아,7664-41-7,197.6RT,20030116,전북본부
839,부안수산업협동조합,전북특별자치도 부안군 변산면 격포중앙길 21-8 (격포리),0635813104,냉동제조,암모니아,7664-41-7,116.9RT,20021230,전북본부
840,매일유업(주) 상하공장,전북특별자치도 고창군 상하면 진암구시포로 412,0635604500,냉동제조,암모니아,7664-41-7,138RT,20131029,전북본부
841,(주)창해이엔지,전북특별자치도 전주시 덕진구 원만성로 15 (팔복동3가),0632147702,냉동제조,암모니아,7664-41-7,119RT,,전북본부
842,(주)하림육가공공장 (3본부),전북특별자치도 익산시 망성면 망성로 14,0638602330,냉동제조,암모니아,7664-41-7,1732.43RT,19971027,전북본부
843,한국원자력연구원,전북특별자치도 정읍시 금구길 29 (신정동),0635703573,특고사용,암모니아,7664-41-7,25㎏,20151203,전북본부
844,한국원자력연구원,전북특별자치도 정읍시 금구길 29 (신정동),0635703573,특고사용,염소,7782-50-5,10㎏,20151203,전북본부
845,한국원자력연구원,전북특별자치도 정읍시 금구길 29 (신정동),0635703573,특고사용,모노실란,7803-62-5,7㎥,20151203,전북본부
846,한국원자력연구원,전북특별자치도 정읍시 금구길 29 (신정동),0635703573,특고사용,포스핀,7803-51-2,7㎥,20151203,전북본부
847,동우화인켐(주)\_2부지,전북특별자치도 익산시 약촌로 111 (신흥동),0638395884,특고사용,암모니아,7664-41-7,25.27㎏,20240110,전북본부
848,(주)옵토웰,전북특별자치도 전주시 덕진구 반룡로 42(팔복동2가),0632704333,일반저장,포스핀,7803-51-2,13.92㎥,20210304,전북본부
849,그랜드가스,전북특별자치도 완주군 봉동읍 제촌길 23,0632610666,일반판매,CO+CO2+CH4+C2H4+C2H6+n-C4H10+n,630-08-0,0,20060522,전북본부
850,그랜드가스,전북특별자치도 완주군 봉동읍 제촌길 23,0632610666,일반판매,CO+CO2+CH4+C2H4+C2H6+C3H8+n-C4,630-08-0,0,20060522,전북본부
851,그랜드가스,전북특별자치도 완주군 봉동읍 제촌길 23,0632610666,일반판매,CO+CO2+O2+Ar+SO2+N2,630-08-0,0,20060522,전북본부
852,그랜드가스,전북특별자치도 완주군 봉동읍 제촌길 23,0632610666,일반판매,CO+CO2+O2+Ar+H2+SO2+N2,630-08-0,0,20060522,전북본부
